STATE,Pesticide Code,Pesticide Name,Average_Concentration
OH,B13,Chlorfenapyr,0.04418181818181818
OH,B16,Pyrimethanil,0.5252622508792497
OH,B21,Carfentrazone ethyl,0.006
OH,B22,Cyprodinil,0.14096210720887245
OH,B23,Fludioxonil,0.3863982081911263
OH,B24,Pyriproxyfen,0.02069078947368421
OH,B28,5-Hydroxythiabendazole,0.0178375
OH,B32,Forchlorfenuron,0.0033
OH,B41,Fenhexamid,0.1980933147632312
OH,B42,Kresoxim-methyl,0.011514285714285715
OH,B43,Thiamethoxam,0.021225342465753423
OH,B44,Zoxamide,0.008266666666666667
OH,B46,Clopyralid,8.185646341463414
OH,B48,Azoxystrobin,0.10419915254237287
OH,B51,Acibenzolar S methyl,0.0115
OH,B52,Buprofezin,0.0435922558922559
OH,B53,Epoxiconazole,4.145357142857143
OH,B54,Fluazinam,0.017
OH,B56,Pyridaben,0.026953846153846155
OH,B57,Quinoxyfen,0.011817679558011052
OH,B58,Difenoconazole,0.045484894259818734
OH,B61,Pyraclostrobin,0.08109440057430008
OH,B63,Flutolanil,0.009466666666666667
OH,B64,Fenamidone,0.59196
OH,B68,Thiacloprid,0.015528181818181818
OH,B72,Tetraconazole,0.14992624999999998
OH,B73,Fenazaquin,0.0258
OH,B75,Boscalid,0.10432784911717496
OH,B77,Dimethomorph,0.21541884816753928
OH,B79,Trifloxystrobin,0.03131955922865014
OH,B80,Acetamiprid,0.04290805825242719
OH,B82,Bifenazate,0.09351309523809524
OH,B84,Etoxazole,0.011219379844961241
OH,B85,Spirodiclofen,0.0343032967032967
OH,C90,Ethaboxam,0.03353333333333333
OH,F00,Prothioconazole desthio,0.0013
OH,F12,Pyriofenone,0.0078
OH,F40,Cyclaniliprole,0.0166
OH,F53,Benzovindiflupyr,0.004825
OH,F96,Flutianil,0.004
OH,G03,Pydiflumetofen,0.0216
OH,G21,Mefentrifluconazole,0.0986
OK,026,"2,4-D",10.05
OK,032,Diuron,7.0
OK,058,MGK-264,0.031920000000000004
OK,070,Piperonyl butoxide,0.04016363636363636
OK,102,Carbaryl,0.0007199999999999999
OK,329,Picloram,20.8
OK,910,"DDE p,p'",0.0015
OR,026,"2,4-D",11.15
OR,032,Diuron,32.25
OR,042,Azinphos methyl,0.013
OR,083,O-Phenylphenol,1.25775
OR,125,Diphenylamine (DPA),0.017
OR,149,Simazine,1.8900000000000001
OR,153,Bromacil,92.8
OR,157,Thiabendazole,0.5725
OR,165,Phosmet,0.031
OR,305,Atrazine,22.72475
OR,333,Propazine,4.366666666666667
OR,596,Norflurazon,8.0
OR,633,Hexazinone,13.0
OR,720,Norflurazon desmethyl,19.5
OR,758,Bentazon,290.0
OR,784,Desethyl-desisopropyl atrazine,135.0
OR,785,Desisopropyl atrazine,24.400000000000002
OR,808,Fenpropathrin,0.08660000000000001
OR,942,Prometon,0.28
OR,964,Desethyl atrazine,66.9225
OR,967,Imidacloprid,4.3533333333333335
OR,ABG,Tebufenozide,0.045142857142857144
OR,ABP,Alachlor ethanesulfonic acid (ESA),29.65
OR,ABQ,Alachlor oxanilic acid (OA),4.8
OR,ACB,Imazapyr,47.333
OR,ACG,Metolachlor ethanesulfonic acid (ESA),165.96999999999997
OR,ACH,Metolachlor oxanilic acid (OA),34.63333333333333
OR,AED,Hydroxy atrazine,2.332666666666667
PA,026,"2,4-D",28.8793125
PA,028,Dieldrin,0.003533333333333333
PA,031,Dinoseb,0.691
PA,032,Diuron,9.116216216216216
PA,102,Carbaryl,3.716666666666667
PA,125,Diphenylamine (DPA),0.0027
PA,129,Linuron,8.16
PA,143,Heptachlor epoxide,0.0076
PA,149,Simazine,27.46433962264151
PA,152,Terbacil,1.18
PA,153,Bromacil,2.0
PA,172,Chlordane trans,0.0025
PA,173,Chlordane cis,0.0007
PA,283,Metolachlor,75.87513402061856
PA,305,Atrazine,102.59283928571429
PA,318,MCPA,2.309
PA,324,Dichlobenil,11.2
PA,333,Propazine,2.0145833333333334
PA,349,Oxychlordane,0.0038
PA,607,Metalaxyl/Mefenoxam,2.0
PA,633,Hexazinone,0.8361276595744681
PA,731,Triclopyr,8.625894736842104
PA,758,Bentazon,0.33770833333333333
PA,780,Tebuthiuron,2.236607142857143
PA,784,Desethyl-desisopropyl atrazine,49.44444444444444
PA,785,Desisopropyl atrazine,36.22779591836735
PA,807,Acetochlor,45.15
PA,900,Endosulfan I,0.0021
PA,901,Endosulfan II,0.0028
PA,902,Endosulfan sulfate,0.03494
PA,910,"DDE p,p'",0.0076
PA,930,Bifenthrin,0.0025
PA,942,Prometon,7.1372656249999995
PA,964,Desethyl atrazine,129.55099401197606
PA,967,Imidacloprid,6.0
PA,A42,Mecoprop (MCPP),2.476977777777778
PA,A58,Tebuconazole,5.0625
PA,A82,Fipronil,0.9238095238095237
PA,ABN,Acetochlor ethanesulfonic acid (ESA),42.17352112676057
PA,ABO,Acetochlor oxanilic acid (OA),14.584481481481482
PA,ABP,Alachlor ethanesulfonic acid (ESA),68.61930555555556
PA,ABQ,Alachlor oxanilic acid (OA),3.2010980392156863
PA,ACB,Imazapyr,2.1960204081632653
PA,ACD,Imazethapyr,2.1
PA,ACG,Metolachlor ethanesulfonic acid (ESA),1249.2367924528303
PA,ACH,Metolachlor oxanilic acid (OA),208.6331914893617
PA,ACP,Sulfometuron methyl,1.7079999999999997
PA,AEB,Dimethenamid/Dimethenamid P,1.52
PA,AED,Hydroxy atrazine,29.515310344827586
PA,AEG,Prosulfuron,2.5
PA,AEP,Clothianidin,8.0
PA,AEY,Dimethenamid oxanilic acid (OA),1.05
PA,B48,Azoxystrobin,1.7944444444444443
RI,967,Imidacloprid,25.0
RI,ACG,Metolachlor ethanesulfonic acid (ESA),5.0
SC,026,"2,4-D",8.233333333333333
SC,028,Dieldrin,0.0022
SC,032,Diuron,16.0
SC,052,Malathion,226.0
SC,102,Carbaryl,0.0005
SC,129,Linuron,315.0
SC,149,Simazine,30.905
SC,153,Bromacil,34.733333333333334
SC,160,Chlorpyrifos,0.0025
SC,283,Metolachlor,204.72727272727272
SC,305,Atrazine,72.45583333333335
SC,666,Carbendazim (MBC),3.0
SC,701,Fluometuron,92.75
SC,758,Bentazon,8.7
SC,780,Tebuthiuron,2.1625
SC,784,Desethyl-desisopropyl atrazine,25.0
SC,785,Desisopropyl atrazine,16.3
SC,910,"DDE p,p'",0.004633333333333333
SC,942,Prometon,4.127777777777777
SC,964,Desethyl atrazine,26.93
SC,967,Imidacloprid,2.5
SC,A58,Tebuconazole,8.0
SC,ABN,Acetochlor ethanesulfonic acid (ESA),15.0
SC,ABP,Alachlor ethanesulfonic acid (ESA),915.2857142857143
SC,ABQ,Alachlor oxanilic acid (OA),543.25
SC,ACB,Imazapyr,3.966666666666667
SC,ACD,Imazethapyr,12.3
SC,ACG,Metolachlor ethanesulfonic acid (ESA),434.4323529411765
SC,ACH,Metolachlor oxanilic acid (OA),805.1875
SC,AED,Hydroxy atrazine,14.4
SD,758,Bentazon,2.22
SD,784,Desethyl-desisopropyl atrazine,25.0
SD,910,"DDE p,p'",0.0102
SD,ABN,Acetochlor ethanesulfonic acid (ESA),144.66666666666666
SD,ABO,Acetochlor oxanilic acid (OA),17.0
SD,ABP,Alachlor ethanesulfonic acid (ESA),295.59999999999997
SD,ABQ,Alachlor oxanilic acid (OA),17.0
SD,ACG,Metolachlor ethanesulfonic acid (ESA),41.4
SD,ACH,Metolachlor oxanilic acid (OA),9.95
TN,026,"2,4-D",20.475792592592594
TN,028,Dieldrin,0.0048
TN,031,Dinoseb,0.9991428571428571
TN,032,Diuron,37.09504761904762
TN,050,Lindane (BHC gamma),0.0033
TN,052,Malathion,9.99
TN,149,Simazine,20.510515151515154
TN,153,Bromacil,16.909333333333333
TN,159,Methomyl,12.2
TN,181,Metribuzin,71.731
TN,264,Propiconazole,7.466666666666666
TN,283,Metolachlor,54.91863905325444
TN,305,Atrazine,260.63299492385784
TN,318,MCPA,1.3
TN,329,Picloram,110.0
TN,333,Propazine,6.663333333333333
TN,607,Metalaxyl/Mefenoxam,37.5
TN,633,Hexazinone,2.498
TN,701,Fluometuron,6.993
TN,731,Triclopyr,5.724
TN,758,Bentazon,3.6182000000000003
TN,780,Tebuthiuron,2.6173045977011493
TN,785,Desisopropyl atrazine,42.284477941176476
TN,807,Acetochlor,112.2590909090909
TN,942,Prometon,2.70745871559633
TN,964,Desethyl atrazine,111.09055670103092
TN,967,Imidacloprid,13.794603773584907
TN,A42,Mecoprop (MCPP),1.082
TN,A58,Tebuconazole,49.165333333333336
TN,AAU,Flumetsulam,16.995
TN,ABN,Acetochlor ethanesulfonic acid (ESA),21.19096470588235
TN,ABO,Acetochlor oxanilic acid (OA),14.062092307692309
TN,ABP,Alachlor ethanesulfonic acid (ESA),10.917752808988764
TN,ABQ,Alachlor oxanilic acid (OA),9.091809523809523
TN,ACB,Imazapyr,4.123105263157894
TN,ACC,Imazaquin,3.996
TN,ACD,Imazethapyr,5.388195121951219
TN,ACG,Metolachlor ethanesulfonic acid (ESA),66.62428125
TN,ACH,Metolachlor oxanilic acid (OA),29.00547368421053
TN,ACM,Nicosulfuron,8.0
TN,ACZ,Imazapic,1.5
TN,ADD,Dimethenamid,3.3485918367346943
TN,AED,Hydroxy atrazine,33.446
TN,B48,Azoxystrobin,107.12903225806451
TX,001,Aldrin,0.0019
TX,002,Allethrin,0.049428571428571426
TX,011,Captan,0.34468670605613
TX,022,DDT,0.032769230769230766
TX,024,Diazinon,0.012581632653061225
TX,026,"2,4-D",7.056780487804879
TX,028,Dieldrin,0.011157971014492753
TX,032,Diuron,0.8375703703703704
TX,033,Anilazine,0.434
TX,034,Endrin,0.007199999999999999
TX,042,Azinphos methyl,0.05623596584845251
TX,047,Dicofol Total,0.3107692307692308
TX,050,Lindane (BHC gamma),0.0205
TX,052,Malathion,0.031750213675213676
TX,055,Methoxychlor Total,0.15057575757575759
TX,057,Parathion methyl,0.04327956989247312
TX,058,MGK-264,0.06724583333333334
TX,065,Parathion ethyl,0.3422
TX,069,Mevinphos Total,0.027500000000000004
TX,070,Piperonyl butoxide,0.10445790697674419
TX,083,O-Phenylphenol,0.19389794520547945
TX,087,DDD (TDE),0.005
TX,090,Toxaphene,0.11284285714285715
TX,102,Carbaryl,0.14911907968574636
TX,104,Dodine,0.012275
TX,107,Ethion,0.07114999999999999
TX,111,Ethoxyquin,0.17199411764705883
TX,114,Chlorpropham,1.6998091103965702
TX,115,Endosulfans Total,0.08813178294573643
TX,124,Coumaphos,0.0015363636363636365
TX,125,Diphenylamine (DPA),0.3137444847605225
TX,126,Folpet,0.2274
TX,129,Linuron,0.046949840255591055
TX,130,Trichlorfon,0.00525
TX,134,DCPA,0.019831346578366445
TX,143,Heptachlor epoxide,0.006390909090909091
TX,144,Dicloran,0.3218138242894057
TX,147,Tecnazene,0.008
TX,148,Phorate,0.003
TX,149,Simazine,21.510778260869564
TX,151,Trifluralin,0.022087666034155597
TX,153,Bromacil,2.0016000000000003
TX,156,Ametryn,0.0038
TX,157,Thiabendazole,0.27391733374384236
TX,159,Methomyl,0.1298608557844691
TX,160,Chlorpyrifos,0.030411180773249738
TX,164,Chlorothalonil,0.09907350427350427
TX,165,Phosmet,0.09893205673758866
TX,166,Phosalone,0.018500000000000003
TX,168,Aldicarb sulfone,0.00972608695652174
TX,169,Aldicarb sulfoxide,0.01886122448979592
TX,170,Methamidophos,0.06587016129032258
TX,171,Dimethoate,0.060470736086175945
TX,172,Chlordane trans,0.0028375
TX,173,Chlordane cis,0.004334615384615385
TX,175,Ethoprop,0.007260000000000001
TX,176,Tetrachlorvinphos,0.026
TX,178,Omethoate,0.038643497757847534
TX,180,Carbofuran,0.04172
TX,181,Metribuzin,0.027071428571428573
TX,189,Phorate sulfone,0.022166666666666668
TX,190,Phorate sulfoxide,0.025783333333333328
TX,192,Benomyl,0.3562918699186992
TX,197,Methidathion,0.011
TX,200,EPTC,0.05554
TX,203,Phosphamidon,0.079
TX,204,Acephate,0.16038085889570552
TX,206,Nonachlor trans,0.0010500000000000002
TX,207,Nonachlor cis,0.0014
TX,208,Malathion oxygen analog,0.0034629032258064515
TX,216,Disulfoton sulfone,0.008
TX,217,DEF (Tribufos),0.00475
TX,219,Oxydemeton methyl,0.029028125
TX,222,Permethrin cis,0.21109266055045872
TX,223,Permethrin trans,0.24323781624500668
TX,224,Profenofos,0.008
TX,227,Alachlor,122.0
TX,230,Pendimethalin,0.06689333333333333
TX,231,Iprodione metabolite isomer,0.32084615384615384
TX,232,Cycloate,0.001
TX,235,Chlorpyrifos methyl,0.011169696969696968
TX,237,Phosmet oxygen analog,0.010979166666666667
TX,239,Bensulide,0.0038
TX,245,Oxydemeton methyl sulfone,0.008306250000000001
TX,249,Prometryn,0.023435897435897437
TX,253,"Dicofol o,p'",0.03118
TX,254,"Dicofol p,p'",0.1377033613445378
TX,255,Cyromazine,0.0356112676056338
TX,264,Propiconazole,0.09430300632911393
TX,271,Fenarimol,0.05171428571428571
TX,272,"2,6-dichlorobenzamide",0.02
TX,275,"Methoxychlor p,p'",0.011093750000000001
TX,276,Methoxychlor olefin,0.0025499999999999997
TX,283,Metolachlor,16.380222641509434
TX,292,Fluazifop butyl,0.01
TX,297,Fluvalinate,0.007236363636363637
TX,300,DDE,0.022
TX,304,Quintozene (PCNB),0.015649152542372882
TX,305,Atrazine,46.61872181069959
TX,318,MCPA,1.299
TX,321,Hexachlorobenzene (HCB),0.0015375
TX,324,Dichlobenil,9.326633333333332
TX,329,Picloram,38.5
TX,338,Dichlorvos (DDVP),0.07355428571428571
TX,343,Monocrotophos,0.21004
TX,351,Pentachloroaniline (PCA),0.006876056338028168
TX,370,Parathion oxygen analog,0.034
TX,382,1-Naphthol,0.3354642857142857
TX,387,Pentachlorobenzene (PCB),0.006951515151515151
TX,388,Pentachlorophenyl methyl sulfide,0.0019666666666666665
TX,512,3-Hydroxycarbofuran,0.007134615384615384
TX,529,Vinclozolin,0.1899267716535433
TX,536,Triazophos,0.0054
TX,537,Oxamyl,0.04343885714285714
TX,539,Permethrin Total,1.445219404761905
TX,540,Pronamide,0.006076470588235294
TX,546,Fenvalerate,0.029218181818181817
TX,556,Resmethrin,0.027
TX,562,Pirimiphos methyl,0.011
TX,580,Pirimicarb,0.0175
TX,594,Napropamide,0.002
TX,597,Cypermethrin,0.41966258411843876
TX,604,Imazalil,0.09611468579234973
TX,607,Metalaxyl/Mefenoxam,0.03311907284768212
TX,608,Triadimefon,0.01738421052631579
TX,611,Thiophanate methyl,0.032003389830508475
TX,612,Deltamethrin  (includes parent Tralomethrin),0.017588957055214724
TX,621,Tri Allate,0.0025
TX,623,Propargite,0.3616286486486487
TX,624,Tetrahydrophthalimide (THPI),0.16102629815745392
TX,626,Iprodione,0.6630967563837129
TX,638,Triadimenol,0.06021538461538461
TX,639,Fenbutatin oxide,0.09498636363636365
TX,651,Diflubenzuron,0.15243267326732673
TX,658,Bendiocarb,0.017
TX,666,Carbendazim (MBC),0.031241215574548908
TX,679,Myclobutanil,0.03473244406196213
TX,699,Clofentezine,0.03245714285714286
TX,713,Oxyfluorfen,0.002175
TX,714,Esfenvalerate,0.02806172839506173
TX,719,Clomazone,0.0064
TX,720,Norflurazon desmethyl,0.00428
TX,722,Etridiazole,0.0078
TX,723,Formetanate hydrochloride,0.100604
TX,726,Thiobencarb,0.0017
TX,730,Ethephon,0.37351428571428574
TX,731,Triclopyr,26.998666666666665
TX,736,Fluridone,0.0020428571428571427
TX,740,Bensulide oxygen analog,0.005642857142857143
TX,745,Fenamiphos sulfone,0.0118
TX,746,Fenamiphos sulfoxide,0.027
TX,769,Azinphos methyl oxygen analog,0.01
TX,772,Chlorpyrifos oxygen analog,0.0025
TX,779,Parathion methyl oxygen analog,0.005
TX,780,Tebuthiuron,0.9264044943820225
TX,781,Cyfluthrin,0.16855163636363638
TX,785,Desisopropyl atrazine,23.650923076923075
TX,786,Desmedipham,0.045
TX,804,Tricyclazole,0.05093333333333333
TX,808,Fenpropathrin,0.1022494117647059
TX,848,Phenothrin,0.005
TX,855,Isoprothiolane,0.065
TX,856,Fenobucarb (BPMC),0.0054
TX,877,Cymoxanil,0.06575
TX,886,Fenpropimorph,0.004783333333333333
TX,900,Endosulfan I,0.025964919354838713
TX,901,Endosulfan II,0.026840389972144846
TX,902,Endosulfan sulfate,0.030638316498316498
TX,906,"DDT p,p'",0.003461702127659575
TX,907,"DDT o,p'",0.002498611111111111
TX,908,"DDD p,p'",0.014295774647887323
TX,909,"DDD o,p'",0.0034463414634146343
TX,910,"DDE p,p'",0.008441733639494834
TX,911,"DDE o,p'",0.0018428571428571428
TX,930,Bifenthrin,0.031378931297709925
TX,942,Prometon,8.504587719298247
TX,943,Thiodicarb,0.005
TX,948,Abamectin,0.04066666666666666
TX,956,Penconazole,0.02695
TX,964,Desethyl atrazine,14.970500000000001
TX,967,Imidacloprid,0.03410202845897669
TX,A22,Cyproconazole,0.0031999999999999997
TX,A30,Fenbuconazole,0.043289473684210523
TX,A42,Mecoprop (MCPP),4.5
TX,A46,Oxadixyl,0.033
TX,A47,Oxamyl oxime,0.08103
TX,A58,Tebuconazole,0.13972826948480846
TX,A61,Triflumizole,0.03339931506849315
TX,A82,Fipronil,0.01607142857142857
TX,A84,Fipronil sulfone (MB46136),0.0054
TX,AAD,SD-31723,0.012000000000000002
TX,ABB,Spinosad,0.0282993265993266
TX,ABC,Spinosad A,0.05037537878787879
TX,ABD,Spinosad D,0.024317708333333337
TX,ABF,Pymetrozine,0.01934318181818182
TX,ABG,Tebufenozide,0.09876666666666667
TX,ABQ,Alachlor oxanilic acid (OA),2.5
TX,ACB,Imazapyr,1.665
TX,ACD,Imazethapyr,70.0
TX,ACG,Metolachlor ethanesulfonic acid (ESA),2.8236090909090907
TX,ACH,Metolachlor oxanilic acid (OA),6.7482
TX,ACI,Metsulfuron methyl,2.498
TX,ACP,Sulfometuron methyl,25.0
TX,ACV,Methoprene,0.04111764705882354
TX,ADC,Prallethrin,0.07196774193548387
TX,ADD,Dimethenamid,0.002
TX,ADE,Esfenvalerate+Fenvalerate Total,0.0356075
TX,ADG,Indoxacarb,0.07472890625
TX,ADH,Cyphenothrin,1.5
TX,ADI,Etofenprox,0.04018
TX,ADW,Triazole alanine (TA),0.04635526315789474
TX,ADX,Triazole acetic acid (TAA),0.023506976744186045
TX,AED,Hydroxy atrazine,13.584771428571429
TX,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.02121239935587762
TX,AEM,"Cyhalothrin, Lambda",0.019228481012658227
TX,AEN,"Cyhalothrin, Lambda epimer R157836",0.01
TX,AEP,Clothianidin,0.025526460481099657
TX,AES,Methoxyfenozide,0.17256922339405562
TX,AEV,Sethoxydim,0.0033
TX,AEW,Famoxadone,0.48462142857142854
TX,AFM,Flutriafol,0.018795977011494255
TX,AFO,Dinotefuran,0.046406172839506175
TX,AFS,Fenpyroximate,0.02410912547528517
TX,AFU,Propamocarb hydrochloride,0.3184251700680272
TX,AFW,Spiromesifen Total (parent + enol metabolite),0.024861904761904762
TX,AFX,Novaluron,0.041560377358490566
TX,AFZ,"2,6-DIPN",0.06474
TX,AGA,Cyazofamid,0.45806470588235293
TX,AGG,Flonicamid,0.12926443965517243
TX,AGH,Emamectin benzoate,0.01472
TX,AGJ,Fluoxastrobin,0.007148648648648649
TX,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.015816666666666666
TX,AGT,Spiromesifen,0.03888068181818182
TX,AGW,Chlorantraniliprole,0.10601142557651992
TX,AGX,Mandipropamid,0.738172699386503
TX,AGY,Spinetoram,0.025397772277227722
TX,AHF,Imidacloprid urea,0.004437142857142857
TX,AHM,Spirotetramat,0.016149621212121212
TX,AHS,Flubendiamide,0.09913072289156627
TX,AHT,Fluopicolide,0.1853730627306273
TX,AHU,Pyridalyl,0.0056
TX,AHV,Disulfoton sulfone oxygen analog,0.002
TX,AHW,Disulfoton sulfoxide oxygen analog,0.0071400000000000005
TX,AHX,Metconazole,0.016333333333333335
TX,AJN,Clethodim sulfone,0.018000000000000002
TX,AJO,Clethodim sulfoxide,0.00725
TX,AJR,Sethoxydim sulfoxide,0.009
TX,AJY,Spiroxamine,0.0032555555555555554
TX,AKC,Ametoctradin,1.4097979452054794
TX,AKD,Penthiopyrad,0.2690415458937198
TX,AKG,Fluopyram,0.024833567662565906
TX,AKS,Acequinocyl,0.34676190476190477
TX,AKU,Cyflufenamid,0.010867692307692307
TX,AKW,Fluxapyroxad,0.03545863453815261
TX,ALG,Thymol,0.032857142857142856
TX,ALS,Sulfoxaflor,0.0309256880733945
TX,ALV,Spiromesifen alcohol,0.04315151515151515
TX,AMB,Cyantraniliprole,0.18080357142857142
TX,AMC,Cyflumetofen,0.033114893617021274
TX,AMG,Fenpyrazamine,0.0023
TX,AMM,Proquinazid,0.005600000000000001
TX,ANC,Tolfenpyrad,0.10047868852459016
TX,AND,Propamocarb,0.0901063829787234
TX,ANE,Flupyradifurone,0.19337333333333334
TX,ANF,Metrafenone,0.025358823529411764
TX,ANH,Isofetamid,0.026033333333333335
TX,AOG,Imidacloprid desnitro,0.003913986013986014
TX,AOK,Imidacloprid olefin,0.00285
TX,B10,Hexythiazox,0.018011851851851852
TX,B13,Chlorfenapyr,0.043746153846153844
TX,B16,Pyrimethanil,0.539826794657763
TX,B22,Cyprodinil,0.134300693481276
TX,B23,Fludioxonil,0.40938344252531267
TX,B24,Pyriproxyfen,0.011279047619047617
TX,B28,5-Hydroxythiabendazole,0.0017
TX,B32,Forchlorfenuron,0.004122222222222222
TX,B41,Fenhexamid,0.20273117154811715
TX,B42,Kresoxim-methyl,0.007961764705882352
TX,B43,Thiamethoxam,0.021389790076335877
TX,B44,Zoxamide,0.05333333333333334
TX,B45,Benalaxyl,0.0086
TX,B46,Clopyralid,63.48478947368421
TX,B48,Azoxystrobin,0.08337301180092355
TX,B52,Buprofezin,0.03380455696202532
TX,B53,Epoxiconazole,0.0017
TX,B56,Pyridaben,0.012858823529411765
TX,B57,Quinoxyfen,0.013266666666666666
TX,B58,Difenoconazole,0.08334505703422053
TX,B61,Pyraclostrobin,0.07164817880794702
TX,B63,Flutolanil,0.013600000000000001
TX,B64,Fenamidone,0.3397586046511628
TX,B68,Thiacloprid,0.019616470588235294
TX,B72,Tetraconazole,0.02193859649122807
TX,B73,Fenazaquin,0.08482857142857143
TX,B75,Boscalid,0.07217243015287296
TX,B77,Dimethomorph,0.27616896551724135
TX,B79,Trifloxystrobin,0.01877818574514039
TX,B80,Acetamiprid,0.04336056338028169
TX,B82,Bifenazate,0.09534492753623189
TX,B84,Etoxazole,0.009835714285714286
TX,B85,Spirodiclofen,0.034827350427350426
TX,C90,Ethaboxam,0.039
TX,F12,Pyriofenone,0.031670000000000004
TX,F56,Oxathiapiprolin,0.013233333333333333
TX,F87,Afidopyropen ,0.0017
TX,G03,Pydiflumetofen,0.02583939393939394
TX,G21,Mefentrifluconazole,0.0017
UT,024,Diazinon,0.003
UT,028,Dieldrin,0.003975
UT,143,Heptachlor epoxide,0.0013
UT,305,Atrazine,17.0
UT,902,Endosulfan sulfate,0.0061
UT,906,"DDT p,p'",0.0043
UT,910,"DDE p,p'",0.018753846153846152
UT,964,Desethyl atrazine,17.0
UT,ABP,Alachlor ethanesulfonic acid (ESA),169.25
UT,ACG,Metolachlor ethanesulfonic acid (ESA),5.0
UT,ACP,Sulfometuron methyl,11.47
UT,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.0026666666666666666
VA,024,Diazinon,100.0
VA,026,"2,4-D",60.25455135135135
VA,032,Diuron,39.11237735849057
VA,058,MGK-264,0.0665
VA,070,Piperonyl butoxide,0.06
VA,075,Pyrethrins,0.1
VA,102,Carbaryl,13.366200000000001
VA,129,Linuron,19.0
VA,148,Phorate,62.0
VA,149,Simazine,49.351858974358976
VA,153,Bromacil,51.581
VA,227,Alachlor,25.53333333333333
VA,228,Cyanazine,239.0
VA,264,Propiconazole,24.294736842105266
VA,283,Metolachlor,40.3448275862069
VA,305,Atrazine,107.54094285714287
VA,318,MCPA,25.488571428571426
VA,333,Propazine,7.5
VA,382,1-Naphthol,0.188
VA,607,Metalaxyl/Mefenoxam,46.128571428571426
VA,608,Triadimefon,15.4656
VA,625,Oxadiazon,91.66666666666667
VA,638,Triadimenol,84.4
VA,666,Carbendazim (MBC),18.195121951219512
VA,679,Myclobutanil,4.828
VA,731,Triclopyr,58.0
VA,758,Bentazon,2.6633333333333336
VA,780,Tebuthiuron,11.586274509803921
VA,784,Desethyl-desisopropyl atrazine,152.13636363636363
VA,785,Desisopropyl atrazine,40.220056338028165
VA,807,Acetochlor,61.7
VA,910,"DDE p,p'",0.0015
VA,942,Prometon,8.128404255319149
VA,964,Desethyl atrazine,60.31910256410256
VA,967,Imidacloprid,10.626129770992366
VA,A25,Dichlorprop,9.5
VA,A42,Mecoprop (MCPP),63.6164
VA,A58,Tebuconazole,52.276
VA,A82,Fipronil,4.09575
VA,ABN,Acetochlor ethanesulfonic acid (ESA),8.65
VA,ABO,Acetochlor oxanilic acid (OA),11.0
VA,ABP,Alachlor ethanesulfonic acid (ESA),51.834782608695654
VA,ACB,Imazapyr,4.110263157894736
VA,ACG,Metolachlor ethanesulfonic acid (ESA),112.46799190283402
VA,ACH,Metolachlor oxanilic acid (OA),34.88147096774193
VA,ACP,Sulfometuron methyl,33.0
VA,ACT,Siduron,19.5
VA,ACZ,Imazapic,23.0
VA,ADR,Triticonazole,832.0
VA,AED,Hydroxy atrazine,8.3175
VA,AGW,Chlorantraniliprole,36.39833333333333
VA,B48,Azoxystrobin,224.0
WA,002,Allethrin,0.031
WA,011,Captan,0.5055937125748503
WA,022,DDT,0.011909090909090909
WA,024,Diazinon,0.011588405797101449
WA,026,"2,4-D",3.8751487603305788
WA,028,Dieldrin,0.00838267716535433
WA,032,Diuron,1.7981166666666668
WA,033,Anilazine,0.11750000000000001
WA,034,Endrin,0.01325
WA,042,Azinphos methyl,0.05585245901639344
WA,047,Dicofol Total,0.2283333333333333
WA,050,Lindane (BHC gamma),0.00346
WA,052,Malathion,0.030676845637583893
WA,055,Methoxychlor Total,0.12132142857142858
WA,057,Parathion methyl,0.03659259259259259
WA,058,MGK-264,0.01661818181818182
WA,065,Parathion ethyl,0.007625
WA,069,Mevinphos Total,0.022766666666666668
WA,070,Piperonyl butoxide,0.05411624365482234
WA,083,O-Phenylphenol,0.10536666666666666
WA,087,DDD (TDE),0.0175
WA,090,Toxaphene,0.14750666666666667
WA,102,Carbaryl,0.10572659758203799
WA,104,Dodine,0.0333
WA,107,Ethion,0.05207692307692308
WA,111,Ethoxyquin,0.16839767441860465
WA,114,Chlorpropham,2.0762649651972156
WA,115,Endosulfans Total,0.11844736842105263
WA,117,Disulfoton,0.035
WA,124,Coumaphos,0.0014083333333333333
WA,125,Diphenylamine (DPA),0.28704140625
WA,126,Folpet,0.051250000000000004
WA,129,Linuron,0.04415617283950617
WA,134,DCPA,0.017763953488372092
WA,143,Heptachlor epoxide,0.007521052631578947
WA,144,Dicloran,0.3522766153846154
WA,149,Simazine,1.0993181818181819
WA,151,Trifluralin,0.026475619834710744
WA,152,Terbacil,0.0075
WA,153,Bromacil,12.944080000000001
WA,157,Thiabendazole,0.266321661237785
WA,159,Methomyl,0.135476833976834
WA,160,Chlorpyrifos,0.030306224899598392
WA,164,Chlorothalonil,0.257425
WA,165,Phosmet,0.0931375
WA,166,Phosalone,0.072
WA,168,Aldicarb sulfone,0.0072
WA,169,Aldicarb sulfoxide,0.013359999999999999
WA,170,Methamidophos,0.037077806788511754
WA,171,Dimethoate,0.04581336405529954
WA,172,Chlordane trans,0.00266875
WA,173,Chlordane cis,0.003928571428571429
