Town,State/Province,County
sierra madre,CA,
dillon beach,CA,
monaca,PA,
belleview,FL,
west fairlee,VT,
walton,NY,
floral park,NY,
mcdowell nature preserve,NC,
fayetteville,GA,
westminster,VT,
university city,MO,
bakersfield,CA,
crofton,NE,
fletcher,NC,
lemay,MO,
lookout mountain,GA,
hollister,MO,
rockvale,TN,
benezett,PA,
point reyes,CA,
augusta,GA,
liberal,KS,
lake frederick/stephens city,VA,
mariposa,CA,
potters mills,PA,
hopewell junction,NY,
altoona,PA,
desoto,MO,
cape carteret,NC,
wilton,NY,
friendship,NY,
corinth,KY,
mechanicsburg,PA,
quincy,MA,
grant,NE,
yorkshire,NY,
lindenhurst,NY,
springfield,NJ,
powhatan,VA,
wisdom,KY,
magdalena,NM,
mraham,NC,
san antonito,NM,
shackleford banks,NC,
midland park,NJ,
norwell,MA,
"overland park, kansas",KS,
maplewood,MN,
basehor,KS,
busch,AR,
wichita falls,KS,
barnesville,MN,
castine,ME,
vernon,VT,
grand rapids,MN,
york beach,ME,
hog island,SC,
clare,MI,
atlanta,MI,
ellsworth,IA,
oakland,MN,
belmont,MI,
pike road,AL,
st. peter,MN,
new hudson,MI,
west nyack,NY,
idabel,OK,
marionville,MO,
mc neill,MS,
capistrano beach,CA,
mount pisgah,NC,
mandan,ND,
monona,WI,
mazeppa,MN,
"cable, wi",WI,
hernando,MS,
weston,VT,
gardner,KS,
otsego,MN,
statesboro,GA,
hampton beach,NH,
watonga,OK,
gatesville,TX,
minburn,IA,
holts summit,MO,
ashford,NY,
bridgeton,MO,
red wing,MN,
talmo,GA,
elburn,IL,
highland springs,VA,
anoka,MN,
saint charles,IL,
woodville,TX,
rector,PA,
cormorant,MN,
maple plain,MN,
windsor,WI,
brandon,IA,
harvard,IL,
glen,NH,
frisco,NC,
wonalancet,NH,
saco,ME,
kiowa,KS,
brownsville,TN,
caledonia,MN,
monterey,VA,
plains,PA,
cohoes,NY,
presque isle state park,PA,
oak creek,WI,
diamond,MO,
newport,KY,
"grapevine, tx",TX,
bay view,MI,
wetumpka,AL,
alton,NH,
oakville,MO,
meriden,CT,
east aurora,NY,
strykersville,NY,
norfolk,MA,
pana,IL,
bowmantown,PA,
hancock,NY,
boston heights,OH,
montoursville,PA,
mills river valley overlook,NC,
lexington,ME,
lynn,MA,
maysville,KY,
niantic,CT,
lowell,MA,
goshen,OH,
oregon,IL,
deming,NM,
hatch,NM,
rio rancho,NM,
hollond,MI,
dayton,WA,
turpin,OK,
orford,NH,
etna,NH,
south hadley,MA,
mt olive,IL,
blacksburg,VA,
converse,TX,
warren,VT,
brookfield,VT,
warsaw,IN,
glendale springs,NC,
arkansas city,KS,
newtown,CT,
"truro, ma",MA,
douglas,MA,
atkinson,NH,
richmond,KY,
grosse pointe.,MI,
sagamore hills,OH,
moscow,PA,
drehersville,PA,
maplewood,NJ,
portal,AZ,
lake charles,LA,
suttons bay,MI,
washington township,NJ,
silvis,IL,
sharon springs,KS,
woodstock,CT,
marcellus,NY,
opal,AR,
potomac falls,VA,
cedar lake,MI,
saint joseph,MO,
mt dora,FL,
boscobel,WI,
sarcoxie,MO,
waco,KY,
cortland,OH,
de graff,OH,
boston heights ohio,OH,
fulton,TX,
wheatley,MI,
junction city,WI,
laurel,MS,
ofallon,MO,
olive hill,KY,
waterbury,VT,
elmira,MI,
anne arundel county,MD,
niles,CA,
lonelyville,NY,
new glarus,WI,
osceola,NY,
pleasant prairie,WI,
truth or consequences,NM,
moundridge,KS,
glens falls,NY,
romeoville,IL,
plattsmouth,NE,
sardinia,NY,
germantown,MD,
putney,VT,
golden,CO,
blasdell,NY,
hudson falls,NY,
cahaba heights,AL,
taylors landing,MD,
mount clemens,MI,
valley city,ND,
small point,ME,
wanaque,NJ,
lake luzerne,NY,
holton,KS,
lafox,IL,
"summerville, sc",SC,
skowhegan,ME,
kylertown,PA,
mcclure,OH,
lum,MI,
sister bay,WI,
prairie ridge ecostation,NC,
fort valley,VA,
blind sodus bay,NY,
morrisdale,PA,
lake,MI,
buffalo grove,IL,
inman,SC,
windcrest,TX,
wood dale,IL,
barrington,IL,
west bloomfield,MI,
fishersville,VA,
thurmont,MD,
meridian,PA,
chantilly,VA,
gouldsboro,ME,
anna,TX,
middletown,IN,
emmett,KS,
saint peter,MN,
woodbourne,NY,
millburn,NJ,
santo,TX,
fitchburg,WI,
joliet,IL,
guilford,CT,
ringwood,NJ,
"monhegan island, me",ME,
montello,WI,
genesee,WI,
albion,NE,
whiting,NJ,
machinaw city,MI,
earlham,IA,
stump creek,PA,
lyndhurst,OH,
columbus,WI,
burnsville,MN,
plainfield,NJ,
trenton,OH,
brookston,IN,
plantation,FL,
prineville,OR,
barnesville,MD,
watch hill,RI,
neoga,IL,
dewitt,NY,
fries,VA,
north sutton,NH,
granville,NY,
fairview,TN,
havana,FL,
horseshoe bend,ID,
arlington hts,IL,
tuscarora,PA,
plano,IL,
montague,MI,
saxtons river,VT,
madison,MS,
doss,TX,
halstead,KS,
le roy,NY,
oneonta,AL,
selfridge air national guard base,MI,
white river jct,VT,
"east boothbay, maine",ME,
gulnare,CO,
mendon,NY,
bridgetown,MO,
eckerty,IN,
north liberty,IN,
slate hill,NY,
elsah,IL,
leawood,KS,
grant,WI,
lanesboro,MN,
lyndhurst,NJ,
mackinaw city,MI,
honolulu,HI,
hadley,NY,
searsport,ME,
waukee,IA,
congers,NY,
newberry,FL,
clute,TX,
huntertown,IN,
nottingham,NH,
east brunswick,NJ,
sutton,MA,
brazil,IN,
lovettsville,VA,
brookings,SD,
south bass island,OH,
mohnton,PA,
montgomery,NY,
verndale,MN,
littleton,MA,
williamsport,MD,
palenville,NY,
oakland,MD,
chisholm,MN,
dfw airport,TX,
storla,SD,
pound,WI,
south windsor,CT,
germantown,NY,
saackets harbor,NY,
vandergrift,PA,
lancaster,NH,
davenport,NY,
copenhagen,NY,
lewiston,ME,
utica,MD,
lincoln park,MI,
mondamin,IA,
shallowater,TX,
norco,CA,
parkton,MD,
gilbert,MN,
pine bush,NY,
fertigs,PA,
walkerville,MI,
blain,PA,
emmitsburg,MD,
tug hill,NY,
madison,NH,
wanakena,NY,
north ferrisburg,VT,
inwood,WV,
eureka,MO,
bemdiji,MN,
danielson,CT,
tuscola,IL,
leroy,MN,
lowell,ME,
brimfield,MA,
hutto,TX,
homer,MI,
clearwater beach,FL,
dover,NJ,
gambrills,MD,
black river,NY,
independence,WI,
naubinway,MI,
verdigre,NE,
old station,CA,
epping,NH,
carlyle,IL,
champlin,MN,
pettigrew state park,NC,
bass harbor,ME,
riverton,NJ,
newport,NY,
fort drum,NY,
ocean view,NJ,
poultney,VT,
trabuco canyon,CA,
spofford,NH,
whitesburg,GA,
siasconset,MA,
citrus heights,CA,
johnson city,NY,
lanark,WI,
south berewick,ME,
onondaga,NY,
gloversville,NY,
vinalhaven,ME,
remer,MN,
edwardsville,IL,
keuka park,NY,
columbia,NC,
ellsworth,ME,
washington,IL,
san pedro,CA,
irvine,KY,
center harbor,NH,
forest park,GA,
lewiston,ID,
willow,NY,
mooselauk ravine lodge (on mtn),NH,
carlisle,KY,
columbia,VA,
carrollton,GA,
harpursville,NY,
pace,FL,
yankton,SD,
quechee,VT,
"kirksville, mo",MO,
trempealeau,WI,
versailles,KY,
"spanish fort,al",AL,
wentworth,NH,
fairview,OK,
greeneville,TN,
grand isle,VT,
morristown,NJ,
ramsey,MN,
cerrillos,NM,
bellows fall,VT,
grantham,NH,
richmond hill,GA,
washington,PA,
lonelyville new york,NY,
glencoe,MN,
martville,NY,
glen arbor,MI,
rancho cucamonga,CA,
marlton,NJ,
"chance, md",MD,
tuxedo park,NY,
tyrone,PA,
parkersburg,IL,
wayland,MI,
rowland heights,CA,
elo,MI,
hoagland,IN,
west alexandria,OH,
ada,MI,
killingly,CT,
proctor,WV,
bath,NH,
wellington,OH,
oakland,NE,
worcester,PA,
davenport,ND,
barneget,NJ,
berea,KY,
center valley,PA,
rochelle park,NJ,
fountain inn,SC,
crownsville,MD,
conowingo,MD,
chester,NJ,
fisher,PA,
goodview,VA,
"west windsor, n.j.",NJ,
central city,AR,
laurel,MD,
carthage,TN,
coatesville,PA,
fairfield,CA,
new albany,MS,
ebensburg,PA,
miller,IN,
vonore,TN,
"herndon, va",VA,
"westerville, ohio 43082j",NY,
ogallala,NE,
marlette,MI,
johnston,IA,
st simons island,GA,
"suttons bay,mi",MI,
plainfield,CT,
washington,NC,
campbelltown,PA,
potomac,MD,
thermopolis,WY,
niwot,CO,
fruitland,NC,
sheffield,MA,
cement city michigan,MI,
"newburyport, ma",MA,
seymour,MO,
mount washington,KY,
middletown,CT,
waterford,OH,
big bend,WI,
ossipee,NH,
greensboro,AL,
warminster,PA,
"woodbury, ny",NY,
allen county/ft. wayne,IN,
socorro,NM,
endwell,NY,
"hanilton, in",IN,
prosper,ND,
"honeybrook, pa",PA,
harpers ferry,WV,
baileys harbor,WI,
north stonington,RI,
overgaard,AZ,
dennisville,NJ,
manchester,CA,
ft bragg,CA,
shepherdstown,WV,
williamsport,OH,
new freedom,PA,
laurel hollow,NY,
kilmarnock,VA,
charlotte,NY,
sleepy hollow,NY,
espaã±ola,NM,
east boothbay,ME,
woodland hills,CA,
hooksett,NH,
rayland,OH,
osseo,MN,
knoxville,IA,
wheeling,IL,
williamstown middle school,NJ,
new castle,IN,
"glen mills, pa",PA,
hope valley,CT,
"marshall, nc",NC,
sullivan,IL,
poway,CA,
bayfield,WI,
wayland,OH,
livingston,AL,
towaco,NJ,
arden hills,MN,
clarks hill,SC,
johnsonburg,PA,
"shepherdstown, wv",WV,
mt. airy,MD,
anaheim,CA,
alvin,TX,
florence,MT,
guernsey,WY,
ashford,CT,
rapid city,MI,
windsor,CT,
hillsborough,NC,
hammond,WI,
freeland,MD,
blackstone,VA,
richfield,OH,
east randolph,VT,
christiana,TN,
finchville,KY,
akron,PA,
annandale,NJ,
palmyra,TN,
liberty center,OH,
fairview,MI,
pembroke,NH,
"woodworth, nd",ND,
alderson,WV,
centerton,NJ,
gering,NE,
orwell,VT,
marshall,NC,
appleton city,MO,
weirton,WV,
ansonia,CT,
rice lake,WI,
bexley,OH,
show low,AZ,
north hollywood,CA,
freehold,NJ,
olmsted township,OH,
newville,PA,
bridgeport,WA,
mount morris,PA,
mattapan,MA,
norma,NJ,
south river,NJ,
des plaines,IL,
wahoo,NE,
hadley,MA,
trenton,NJ,
st louis park,MN,
coon rapids,MN,
bruce,WI,
cortland,IL,
glendale,WI,
rosemount,MN,
west long branch,NJ,
west seneca,NY,
mars hill,NC,
ravenna,OH,
dakota dunes,SD,
hermiston,OR,
lawndale,CA,
dover,OH,
hopkins,MN,
st. michaels,MD,
american falls,ID,
storrs mansfield,CT,
wonder lake,IL,
estero,FL,
green river,WY,
jackson,CA,
hilo,HI,
todd,NC,
blachly,OR,
kona,HI,
meadowlands,MN,
pt marion,PA,
"waunakee, springfield corners",WI,
mosier,OR,
forest grove,OR,
marco island,FL,
holmes beach,FL,
loxahatchee,FL,
townsend,GA,
sunrise,FL,
amado,AZ,
mission bend,TX,
rancho san diego,CA,
laguna woods,CA,
aliso viejo,CA,
"rosharon,tx",TX,
redondo beach,CA,
cocoa,FL,
venice,FL,
zephyrhills,FL,
lakewood,CA,
altamonte springs,FL,
damon,TX,
piney point,MD,
centreville,MD,
shreveport,LA,
morehead city,NC,
leon valley,TX,
novato,CA,
crosby,TX,
selma,TX,
santa rosa beach,FL,
okatie,SC,
satellite beach,FL,
royersford,PA,
natalia,TX,
willow beach,AZ,
portland,TX,
shepherdsville,KY,
puerto vallarta,OR,
chattahoochee,FL,
boutte,LA,
egg harbor township,NJ,
west point,VA,
ballinger,TX,
high springs,FL,
st. augustine,FL,
san jose,CA,
st. augustine beach,FL,
poplarville,MS,
barco,NC,
martinez,CA,
san lorenzo,CA,
norcross,GA,
east end,AR,
belleville,KS,
salem,MO,
cloverdale,IN,
monticello,IL,
coconut creek,FL,
babylon robert moses beach,NY,
rainbow city,AL,
fort sam houston,TX,
clemmons,NC,
whitehall,OH,
witmer,PA,
batesville,IN,
abita springs,LA,
springfield,TN,
eau claire,PA,
summerton,SC,
bayview,OH,
seabrook,NJ,
rossford,OH,
west caldwell,NJ,
indiana,PA,
saint albans,WV,
indian beach,NC,
schoolcraft,MI,
berrien springs,MI,
hayesville,NC,
kemp,TX,
bristol,PA,
covington,KY,
flat rock,MI,
waukegan,IL,
somers,WI,
thornton,CO,
glenn,MI,
west jordan,UT,
knowlton,NJ,
figure eight island,NC,
fairwater,WI,
cherry valley,IL,
elmendorf,TX,
woodbury,CT,
rockbridge,OH,
ridgeland,SC,
rancho palos verdes,CA,
live oak,TX,
broadway,NC,
west lake village,CA,
batavia,OH,
"st. helena, california",CA,
manteo,NC,
whitewater,CA,
"pisgah forest, nc",NC,
warren,AR,
ashland,DE,
jonestown,TX,
sanford,NC,
sausalito,CA,
richwood,TX,
republic,MO,
moundville,AL,
sand springs,OK,
ft. lauderdale,FL,
niederwald,TX,
casa grande,AZ,
porter,TX,
beeville,TX,
fort pierce,FL,
ruidoso,AZ,
wellington,KS,
robinson,PA,
mckinney,TN,
sulphur springs,IN,
pikesville,MD,
sycamore,IL,
gastonia,NC,
somerton,AZ,
centerville,MA,
east orleans,MA,
lake havasu city,AZ,
west chester,OH,
lynn haven,FL,
stonecrest,GA,
sayre,OK,
yuba city,CA,
fisherville,KY,
tuscumbia,AL,
vevay,IN,
winchester,CA,
milford,CT,
dudleyville,AZ,
valley glen,CA,
leesport,PA,
zaleski,OH,
macungie,PA,
ukiah,CA,
"st. marks, fl",FL,
willows,CA,
cisco,TX,
ridgefield park,NJ,
avon,NY,
cream ridge,NJ,
"andover, new jersey",NY,
talleyville,DE,
easley,SC,
north fort myers,FL,
mount lebanon,PA,
cattaraugus,NY,
montgomery,IL,
santa clarita,CA,
new wilmington,PA,
chesaning,MI,
pipersville,PA,
new market,MD,
canandaigua lake,NY,
milan,PA,
new boston,TX,
"fair oaks ranch, texas",TX,
touchet,WA,
arlington,MN,
albany,OH,
garden city,MO,
ramon,NM,
sargent,TX,
somerville,TX,
watsonville,CA,
rock hill,SC,
pataskala,OH,
assateague national seashore,MD,
gustine,TX,
pleasanton,TX,
the rock,GA,
hope,NM,
white sands national monument,NM,
key west,FL,
glenolden,PA,
bee cave,TX,
de kalb,TX,
morganton,NC,
lakewood village,TX,
cumberland,VA,
fort lee,NJ,
dequincy,LA,
peebles,OH,
roswell,NM,
white's city,NM,
franklin,TX,
stonington,CT,
quinlan,TX,
decorah,IA,
port murray,NJ,
crandall,GA,
waterport,NY,
ruby,SC,
rolla,MO,
lake saint louis,MO,
"charlestown, r.i.",CT,
nanticoke,PA,
canton,KY,
manhatten,NY,
pickerington,OH,
bridgehampton,NY,
crystal springs,PA,
shadeland,IN,
ivesdale,IL,
sunset beach,NC,
lafayette,GA,
balsam grove,NC,
tecumseh,NE,
altlantic highlands,NJ,
ronks,PA,
northlake,TX,
prosper,TX,
gray,TN,
leicester,MA,
acushnet,MA,
julian,CA,
indian mound,TN,
harriman,TN,
cortez,CO,
washington twp.,NJ,
woodbury,NY,
crossett,AR,
metropolis,IL,
decatur,TX,
texhoma,OK,
henderson,NC,
sherman,TX,
midland (greenwood community),TX,
corpus christi texas,TX,
kampsville,IL,
daula,GA,
robbinsville,NC,
shamong,NJ,
cecilton,MD,
byhalia,MS,
westminster,SC,
alto,GA,
elm city,NC,
joppatowne,MD,
searcy,AR,
bloomfield,CT,
nokesville,VA,
tyrone,GA,
campobello,SC,
berkeley heights,NJ,
bruceton mills,WV,
milan,IL,
north ridgeville,OH,
casper,WY,
ingram,TX,
erieville,NY,
levelland,TX,
dalton,NY,
parishville,NY,
mendenhall,MS,
pequea,PA,
mount airy,NC,
north barrington,IL,
johnson,KS,
gold canyon,AZ,
elbert,CO,
horton bay,MI,
darlington,PA,
whitemarsh,PA,
quaker hill,CT,
leesville,LA,
hurst,TX,
ceresco,NE,
riverview,FL,
montevideo,MN,
gilgo state park,NY,
falcon,CO,
stephens city,VA,
marin county,CA,
carver,MA,
rocky top,TN,
rancho cordova,CA,
twin lakes,WI,
clinton,AR,
pelican bay,TX,
union,NJ,
fredericktown,MO,
rushville,IL,
camdenton,MO,
syracuse,KS,
greenwood,NE,
elizabeth,CO,
north aurora,IL,
holcomb,KS,
tagged monarchs found robert moses,NY,
robinson,TX,
franktown,CO,
glendale,OH,
nahant,MA,
moody,AL,
madison,AL,
eden,UT,
washington,VA,
old fort,NC,
fox lake,IL,
nebo,NC,
sloatsburg,NY,
salem,SC,
milford,OH,
town creek,AL,
roggen,CO,
canton,NC,
sailor's haven,NY,
traphill,NC,
chicago ( ravenswood),IL,
valley view,TX,
clinton,SC,
harrisonburg,VA,
tawas city,MI,
"darrouzett, tx",TX,
westover,WV,
granville,WV,
union city,CA,
memphis,IN,
frankfort,KY,
city salem,MO,
monmouth,IL,
hopatcong,NJ,
waltham,MA,
bradford,PA,
greeley,CO,
bermuda run,NC,
randleman,NC,
mount sidney,VA,
felicity,OH,
crumpler,NC,
wyoming,OH,
alamo heights,TX,
enon valley,PA,
"darlington, pa 16115",PA,
tea,SD,
crestwood,KY,
yulee,FL,
youngstown,OH,
clinton twsp,MI,
durham,CA,
college park,MD,
oakland,IA,
clarksville,IN,
whitman,NE,
grantsville,WV,
eldorado,TX,
priceville,AL,
fairfield,PA,
hays,KS,
clarksdale,MS,
cambridge springs,PA,
florence,AL,
cape  may court house,NJ,
thornton,WV,
hazleton,IA,
ocoee,FL,
cumberland city,TN,
golden pond,KY,
hochatown,OK,
nazareth,PA,
west tawakoni,TX,
keatchie,LA,
uniontown,PA,
sparkill,NY,
reedville,TX,
dill city,OK,
northampton,MA,
arlington,VT,
marlin,PA,
castroville,CA,
godley,TX,
strawberry plains,TN,
chenango forks,NY,
hot springs national park,AR,
atascosa,TX,
burlingame,CA,
lake buchanan,TX,
columbus,TX,
point clear,AL,
edgewater,MD,
mccaulley,TX,
skiatook,OK,
huron,SD,
germanton,NC,
brattleboro,VT,
willis,MI,
hot springs village,AR,
commerce city,CO,
sealy,TX,
yarmouth,ME,
springville,UT,
winters,CA,
newberry,SC,
spearman,TX,
flossmoor,IL,
saint anthony village,MN,
hague,NY,
siler city,NC,
fredericktown,OH,
avondale,PA,
yorkville,CA,
joes,CO,
mulberry,AR,
cassopolis,MI,
cashion,OK,
sandersville,GA,
plunketts creek township,PA,
robisonia,PA,
bishopville,MD,
cheviot,OH,
dearborn heights,MI,
afton,MN,
welch,OK,
jamaica,NY,
northlake,IL,
berlin,NY,
palmyra,NE,
edgewood,KY,
marion,MA,
rockport/lamar,TX,
columbis,OH,
welch,MN,
north bend,OH,
sun prairie,WI,
export,PA,
brentwood,NH,
golden eagle,IL,
delvan,NY,
great valley,NY,
searsmont,ME,
la crescent,MN,
beavercreek,OH,
austin,MN,
cherry plain,NY,
carnegie,OK,
brodhead,WI,
addison twp.,MI,
warren,OH,
fire island ny,NY,
inver grove heights,MN,
brookville,IN,
belle fourche,SD,
baldwin,KS,
san felipe,TX,
webster,MN,
weedsport,NY,
laingsburg,MI,
new alexandria,PA,
"rock island state park, wi",WI,
post falls,ID,
piermont,NY,
village,OK,
rockton,IL,
washington twp.,MI,
abbeville,LA,
bull shoals,AR,
lavista,NE,
roosevelt,TX,
austin (hudson bend),TX,
dardanelle,AR,
evans,CO,
jackson,WY,
bloomfield,NE,
port allegany,PA,
ny,NY,
slaughter,LA,
okc,OK,
barkleyville,PA,
crafton,PA,
alpharetta,GA,
bulls gap,TN,
hurdland,MO,
lawrenceburg,IN,
anderson township,OH,
paterson,NJ,
new brighton,MN,
navarre,OH,
auburn,PA,
hamilton,NY,
potter,NY,
saint charles,MI,
harpswell,ME,
manheim,PA,
holden,MO,
pineville,MO,
carlos,MN,
tionesta,PA,
clinton,MO,
monroe city,MO,
hanging rock state park,NC,
glen ellyn,IL,
lindy,NE,
camden,SC,
potwin,KS,
new ulm,MN,
new albany,IN,
glendale,KY,
mansfield,OH,
onondaga hill,NY,
woodbury,MN,
pierre,SD,
waterford,PA,
franklin,PA,
oil city,PA,
worcester,VT,
marriottsville,MD,
belvidere,IL,
stanton,IA,
fayette,MO,
st louis. mo interstate 270 n,MO,
cherokee,TX,
roseville,MI,
finlayson,MN,
boyne city,MI,
washington park,IL,
bricelyn,MN,
central square,NY,
harrison,MI,
foristell,MO,
liverpool,NY,
pinewood,MN,
chatham,IL,
belvidere,NJ,
edina,MO,
mount prospect,IL,
middleton,WI,
santa rosa,NM,
grayslake,IL,
hancock,MI,
lynn center,IL,
scottland,MD,
huron,OH,
forest lake,MN,
point reyes national seashore,CA,
alma center,WI,
munising,MI,
holmen,WI,
hettinger,ND,
monkton,MD,
hatboro,PA,
"brooklyn, new york",NY,
mt orab,OH,
knox,ND,
hewitt,TX,
titusville nj,NJ,
goldens bridge,NY,
etters,PA,
petersburg,NY,
snowshoe mountain,WV,
monterville,WV,
franklin,MA,
london,TX,
andover,KS,
blanchard,MI,
scottville,MI,
orange,NH,
cohasset,MN,
indian lake,NY,
okaville,IL,
burlington,KY,
westlake,OH,
forest knolls,CA,
crosslake,MN,
charleston,RI,
north haven,ME,
enola,PA,
lake city,MN,
west view,PA,
hillsborough township,NJ,
cleves,OH,
chagrin falls,OH,
north arlington,NJ,
arkdale,WI,
clayton,IN,
rochester hills,MI,
jamison,PA,
matawan,NJ,
augusta,KS,
beacon falls,CT,
grover hill,OH,
meridian,NY,
farwell,MI,
spencerport,NY,
fulton,MI,
walker,MN,
spruce,WV,
greensboro,VT,
cross lake,MN,
amherst,WI,
deerfield,NY,
"lime ridge (near berwick, pa)",PA,
treynor,IA,
belfountain,OH,
speculator,NY,
brook park,MN,
espanola,NM,
bath,OH,
yellville,AR,
honeoye lake,NY,
metuchen,NJ,
palisades park,NJ,
elm creek,NE,
richmond,MN,
campbell,OH,
town and country,MO,
murray,KY,
fort thomas,KY,
lynwood,IL,
smethport,PA,
howelll,MI,
aumsville,OR,
west harrison,IN,
agate,NE,
newmanstown,PA,
bowdoinham,ME,
goochland,VA,
kettering,OH,
belleville,MI,
lima,OH,
west winfield,NY,
south euclid,OH,
roseland,NJ,
fulton,NY,
barrytown,NY,
medina,FL,
pinckney,MI,
dryden,MI,
alexandria,MN,
monterey,KY,
kent,OH,
snyder,NY,
venetia,PA,
fenton,MI,
silver lake,OH,
provo,UT,
gorham,ME,
littleton,NH,
centre hall,PA,
polk,PA,
avon,IL,
chesterland,OH,
irving,NY,
melbourne,KY,
burtonsville,MD,
brownwood,TX,
shelby township,MI,
dagsboro,DE,
vandalia,OH,
greenwood,CA,
hewitt,NJ,
stacy,MN,
e greenbush,NY,
morgantown,PA,
chestertown,NY,
east troy,WI,
beachwood,OH,
shaker heights,OH,
slaughter beach,DE,
ramsey,IN,
jamestown,NY,
breezy point,NY,
cameron,WV,
honey brook,PA,
sikeston,MO,
mount juliet,TN,
climax,MI,
seward,NE,
beaver dam,WI,
greenfield,WI,
university heights,OH,
zebulon,NC,
princeton,IL,
howland,OH,
sandyston,NJ,
martins ferry,OH,
aquinah,MA,
wood-ridge,NJ,
nicholasville,KY,
billings,MT,
bergenfield,NJ,
grand bay,AL,
oxford,CT,
lockhart,TX,
washburn,WI,
columbia,IL,
leigh,NE,
red oak,IA,
medora,IN,
pontotoc,MS,
beaver,PA,
churchton,MD,
goshen,KY,
rochester,MI,
windsor locks,CT,
high point,NJ,
roymayor,TX,
north star,OH,
port austin,MI,
benicia,CA,
greenport,NY,
white salmon,WA,
orient,OH,
healdsburg,CA,
mayer,MN,
new germany,MN,
englewood,OH,
crane,TX,
othello,WA,
wells,NY,
petosky,MI,
irvine,CA,
gainesboro,TN,
milan,MN,
newcomb,NY,
kiel,WI,
new philadelphia,OH,
croom,MD,
gassville,AR,
union city,NJ,
chana,IL,
potsdam,NY,
beulah,MI,
terrace park,OH,
gettysburg,PA,
grinnell,IA,
adel,IA,
holbrook,AZ,
brookings,OR,
brussels,IL,
cincinnati,KY,
munroe falls,OH,
goldendale,WA,
eastern pa,PA,
mendocino,CA,
west lawn,PA,
wynantskill,NY,
deer creek,MN,
fort bragg,CA,
carroll valley,PA,
haysville,KS,
houghton lake,MI,
ottawa lake,MI,
wright city,MO,
spingerville,AZ,
collinsville,IL,
columbia heights,MN,
st. anthony village,MN,
arlngton,VA,
pittsburg,CA,
redwood city,CA,
abington,MA,
woodville,WI,
orick,CA,
vernon,FL,
augusta to eau claire,WI,
west milford,NJ,
emerson,GA,
neptune beach,FL,
sedona,AZ,
swartz creek,MI,
nashua,NH,
snow hill,MD,
chance,MD,
jacksonville,OH,
"wildcat hills state park, gering",NE,
ripley,OH,
germantown,OH,
sublette,IL,
salt lake,UT,
brambleton,VA,
sandfordville,NY,
empire,MN,
elsanor,AL,
romeo,MI,
jackson,TN,
jersey city,NJ,
port hope,MI,
oak ridge,NJ,
sterling,NY,
shawnee,OK,
middle bass,OH,
oberlin,OH,
berger,MO,
white mills,KY,
menasha,WI,
freeport,PA,
mclendon chisholm,TX,
palmyra,PA,
benedict,ND,
wash. dc.,MD,
montezuma,NY,
liberty,NY,
moon township,PA,
delano,MN,
harwichport,MA,
alanson,MI,
newcastle,VA,
escanaba,MI,
placitas,NM,
new castle,VA,
lakeport,CA,
dutzow,MO,
ship bottom,NY,
elletsville,IN,
muncy,PA,
laketown,MN,
hagerstown,IN,
president,PA,
aurora,NY,
blaxk mountain,NC,
hominy,OK,
waterloo,WI,
comstock,NE,
leicester,VT,
grand marais,MN,
homewood,IL,
milaca,MN,
ira,NY,
winneconne,WI,
"washington park,union city",NJ,
"central park, new york city",NY,
harrison,OH,
blue earth,MN,
watrous,PA,
aurora,WV,
williamstown,MA,
cambridge,WI,
kintnersville,PA,
monroeville,PA,
maryland heights,MO,
hartville,MO,
sparta,GA,
willis,VA,
marshall,WI,
kenwood cincinnati,OH,
hainesport,NJ,
pine mountain club,CA,
hillsville,VA,
mechanicsville,MD,
north branch,MN,
"anderson township, cincinnati",OH,
4.3mi ne of crescent city,CA,
metamora,IN,
belfast,ME,
huntleigh,MO,
barnes corners,NY,
southgate,KY,
troy,IL,
brevort,MI,
galena,KS,
mount orab,OH,
roberts,IL,
saint johnsbury,VT,
port sanilac,MI,
syracuse,IN,
boiceville,NY,
north east,PA,
cabot,AR,
langhorne,PA,
munith,MI,
williamson,GA,
spring lake park,MN,
sunman,IN,
mclean,IL,
williamsville,IL,
clinton corners,NY,
littleton,CO,
dry ridge,KY,
sweetwater,TN,
english,KY,
naruna,TX,
madisonville,LA,
effingham,IL,
fort wright,KY,
sandusky south,OH,
elm grove,LA,
paso robles,CA,
wisconsin dells,WI,
sandy hook national park,NJ,
carlton,AL,
south dartmouth,MA,
deerfield,WI,
hardyville,VA,
pittsville,MO,
cedar river,MI,
north buncombe county,NC,
