Town,State/Province,County
key largo,FL,Monroe
carlsbad,CA,San Diego
horizon city,TX,El Paso
childwold,NY,St. Lawrence
marshall,MI,Calhoun
peoria,AZ,Maricopa
valle grand canyon airport,AZ,Coconino
camp verde,AZ,Yavapai
fontana,CA,San Bernardino
klein,TX,Harris
claryville,NY,Sullivan
auburn hills,MI,Oakland
plymouth,WI,Sheboygan
staatsburg,NY,Dutchess
"cole camp,mo.",MO,Benton
montgomery village,MD,Montgomery
cross junction,VA,Frederick
gary,IN,Lake
hinckley,OH,Medina
sykesville,MD,Carroll
van cleve,IA,Marshall
franconia,VA,Fairfax
"burke, va",VA,Fairfax
ooltewah,TN,Hamilton
boothbay,ME,Lincoln
ludlow,VT,Windsor
mt.pleasant,PA,Westmoreland
union pier,MI,Berrien
hiram,OH,NULL
concordia,KS,Cloud
skaneateles,NY,Onondaga
honor,MI,Benzie
manchester,NH,Hillsborough
seymour,CT,New Haven
street,MD,Harford
winnetka,IL,Cook
st. marks,KS,Dakota
ellenton,FL,Manatee
st. leonard,MD,Calvert
leeds,NY,Columbia
"seatonville,il",IL,Bureau
white post,VA,Clarke
lee's ferry,AZ,Coconino
pylesville,MD,Harford
novi,MI,Oakland
curwensville,PA,Clearfield
loudoun,VA,Loudoun
lockport,IL,Will
watertown,MN,Carver
monroe twp,NJ,Middlesex
kennett square,PA,Chester
san gabriel,CA,Los Angeles
tullahoma,TN,Coffee
raton,NM,Colfax
prior lake,MN,Scott
des peres,MO,St. Louis
lisbon falls,ME,Androscoggin
random lake,WI,Sheboygan
orwigsburg,PA,Schuylkill
hereford township,PA,Berks
wake county,NC,Wake
west saint paul,MN,Dakota
marble hill,MO,Bollinger
pfafftown,NC,Forsyth
schwenksville,PA,Montgomery
winchester,KY,Clark
onancock,VA,Accomack
kitty hawk,NC,Dare
wildwood,GA,Walker
cranford,NJ,Union
marengo,OH,Morrow
owings,MD,Calvert
windsor mill,MD,Baltimore
marion,IA,Linn
oglesby,TX,Coryell
albion,MI,Calhoun
pocomoke,MD,Worcester
penfield,PA,Warren
northville,SD,Spink
red house,WV,Putnam
easton,MD,Talbot
saint paul,MN,Ramsey
batavia,IL,Kane
bosque,NM,Valencia
frisco city,AL,Monroe
charlevoix,MI,Charlevoix
shrewsbury,PA,York
ames,IA,Story
east berlin,PA,Adams
wyandotte,MI,Wayne
banshee reeks nature preserve,VA,NULL
pagedale,MO,Saint Louis
glastonbury,CT,Hartford
"cole camp,mo",MO,Benton
walton,KS,Harvey
millville,MN,Wabasha
janesville,MN,Waseca
point judith lighthouse,RI,Washington
montrose,CO,Montrose
yardley,PA,Bucks
dubois,PA,Clearfield
kapaa,HI,Kauai
battery park city,NY,New York
dacula,GA,Gwinnett
alcoa,TN,Blount
clayton,GA,Rabun
laguna niguel,CA,Orange
dermott,AR,Chicot
davidson,NC,Mecklenburg
burbank,WA,Benton
travis afb,CA,Solano
mayo river state park,NC,Rockingham
egg harbor city,NJ,Atlantic
west enfield,ME,Penobscot
rockingham,NC,Richmond
oneonta,NY,Otsego
rockingham county,NC,Richmond
rolling meadows,IL,Cook
ida,MI,Monroe
neptune,NJ,Monmouth
north boston,NY,Erie
bethel,PA,Berks
perry,IA,Dallas
new ringgold,PA,Schuylkill
harrisonville,NJ,NULL
la cygne,KS,Linn
morris,CT,Litchfield
butler,MD,Baltimore
cape charles,VA,Northampton
galway,NY,Saratoga
steger,IL,Cook
lancaster,VA,Lancaster
ridgely,MD,Caroline
cleveland,TN,Bradley
st. ignace,MI,Mackinac
rehoboth,MA,Bristol
collingswood,NJ,Camden
la grange,IL,Cook
university,MS,Lafayette
markleville,IN,Madison
st croix falls,WI,Polk
susanville,CA,Lassen
bucyrus,OH,Crawford
spokane,WA,Spokane
new iberia,LA,Iberia
keenseburg,CO,Weld
lyme,NH,Grafton
west alexander,PA,Washington
longwood,FL,Seminole
lake crystal,MN,Blue Earth
harrodsburg,KY,Mercer
douglas,MI,Allegan.
shoshoni,WY,Fremont
mason,WI,Bayfield
fort rucker,AL,Dale
darlington,MD,Harford
mason,OH,Warren
spring green,WI,Sauk
columbus,KS,Cherokee
buckland,OH,Auglaize
layton,UT,Davis
middletown,RI,Newport
emigrant,MT,Park
meridian,ID,Ada
columbia,NJ,Warren
whitehouse station,NJ,Hunterdon
glen st mary,FL,Baker
union,CO,Las Animas
browns mills,NJ,Burlington
east hartland,CT,Hartford
algonac,MI,St. Clair
elizabethton,TN,Carter
wenham,MA,Essex
midvale,ID,Washington
chilo,OH,Clermont
holland,MI,Ottawa
porter,IN,Porter
cromwell valley,MD,Baltimore
springfield,VT,Windsor
lafayette,CA,Contra Costa
worthington,OH,Franklin
swoope,VA,Augusta
antwerp,OH,Paulding
stockholm,NJ,Sussex
stoughton,MA,Norfolk
poplar bluff,MO,Butler
lake elsinore,CA,Riverside
tarrytown,NY,Westchester
chelsea,MI,Washtenaw
osakis,MN,Douglas
mundelein,IL,Lake
west newton,PA,Westmoreland
southern lake norman,NC,Mecklenburg
waterloo,IN,DeKalb
hubbard,OH,Trumbull
lansing,IA,Allamakee
hugoton,KS,Stevens
cochranville,PA,Chester
isla vista,CA,Santa Barbara
elizabethtown,PA,Lancaster
mishawaka,IN,St. Joseph
marshfield,MA,Plymouth
north decatur,GA,DeKalb
cambridge,OH,Guernsey
east windsor,NJ,Mercer
aberdeen,MD,Harford
batavia,NY,Genesee
howell,NJ,Monmouth
stewart,OH,Athens
tse bonito,NM,San Juan
pemberton,NJ,Burlington
niles,OH,Trumbull
wells beach,ME,York
lake greenwood,SC,Greenwood
oswego,NY,Oswego
coeur d alene,ID,Kootenai
palmyra,NY,Wayne
interstate 77,WV,Mercer
durham,NH,Strafford
hewlets landing,NY,Nassau
eager,AZ,Cochise
hereford,AZ,Cochise
luna,NM,Catron
crossville,TN,Cumberland
midway,UT,Wasatch
jeffersonville,VT,NULL
providence,UT,Cache
kannapolis,NC,Cabarrus
highland,MD,Howard
davis,WV,Tucker
weston,MA,Middlesex
york,PA,York
aviston,IL,Clinton
phoenix,OR,Jackson
morristown,TN,Hamblen
mims,FL,Brevard
hamilton,NJ,Mercer
south hero,VT,Grand Isle
morrisville,VT,Lamoille
pocasset,MA,Barnstable
fremont,NE,Dodge
rixeyville,VA,Culpeper
plymouth,VT,Windsor
troy,OH,Miami
barton,VT,Orleans
east conway,NH,Carroll
poughquag,NY,Dutchess
nowthen,MN,Anoka
tuscumbia,MO,Miller
new albany,OH,Franklin
upper saranac lake,NY,Franklin
talent,OR,Jackson
falls city,NE,Richardson
san carlos,CA,San Mateo
spencer,IN,Owen
holland,PA,Bucks
cedar grove,NJ,Essex
bruning,NE,Thayer
slatington,PA,Lehigh县
albertville,MN,Wright
sharon springs,NY,Schoharie
upperville,VA,Fauquier
hattieville,AR,Conway
blue island,IL,Cook
arlington heights,IL,Cook
zimmerman,MN,Sherburne
zionsville,PA,Lehigh
tracy,CA,San Joaquin
tuckerman,AR,Jackson
buxton,ME,York
mt. vernon,IN,Posey
westminster,CA,Orange
meyersville,NJ,Hunterdon
ridgway,CO,Ouray
farmington,MN,Dakota
avon,ME,Franklin
gillette,NJ,NULL
hillsboro,WV,Pocahontas
mule creek,NM,Grant
paris,KY,Bourbon
cape vincent,NY,Jefferson
waitsfield,VT,Washington
hershey,NE,Lincoln
diamond point,NY,Warren
marshall,VA,Fauquier
cross plains,WI,Dane
hillsboro,NM,Sierra
boyce,VA,Clarke
chili,NY,Monroe
bristol,ME,Lincoln
ellenburg center,NY,Clinton
murrysville,PA,Westmoreland
speedway,IN,Marion
porter,ME,Oxford
douglas,AZ,Cochise
gaylord,MI,Otsego
southington,CT,Hartford
roanoke,IN,Huntington
greenland,NH,Rockingham
new london,OH,Huron
leeds,ME,Androscoggin
winterset,IA,Madison
cumberland,WI,Barron
baldwin park,CA,Los Angeles
johnsburg,NY,Warren
lamoine,ME,Hancock
st john,IN,Lake
strong,ME,FRANKLIN
warren,NJ,Somerset
wyomissing,PA,Berks
kasota,MN,Le Sueur
lyndhurst,VA,Augusta
bisbee,AZ,Cochise
corning,NY,Steuben
oakwood hills,IL,NULL
fryburg,PA,Clarion
genoa,NV,Douglas
minden,NV,Douglas
deerfield,IL,Lake
east otis,MA,Berkshire
black creek,WI,Outagamie
hamburg,PA,Berks县
skull valley,AZ,Yavapai
lone tree,IA,Johnson
fort pierre,SD,Stanley
sewickley hills,PA,Allegheny
indian valley,VA,Craig
lanark,IL,Carroll
woodstock,IL,McHenry
whiting,ME,Washington
isle la motte,VT,Grand Isle
sea ranch,CA,Sonoma
oakland,ME,Kennebec
cogan station,PA,Lycoming
midway,KY,Woodford
burlington,MA,Middlesex
dresden,ME,Lincoln
falcon heights,MN,Ramsey
east moline,IL,Rock Island
pawtucket,RI,Providence
yerington,NV,Lyon
"jackson, mi",MI,Jackson
bangor,ME,Penobscot
rollins savanah,IL,Carroll
hays,NC,Catawba
new harmony,UT,Washington
leonard,MI,Oakland
seneca falls,NY,Seneca
arcade,NY,Wyoming
andover,MN,Anoka
somers,NY,Westchester
canaan valley,WV,Tucker
hebron,ME,Oxford
"rathdrum, id",ID,Kootenai
colona,IL,Henry
eastport,ME,Washington
dyersburg,TN,Dyer
middletown,NJ,Monmouth
orlean,VA,Fauquier
otisco,NY,Onondaga
enfield,NH,Grafton
woodland,UT,Summit
"clifton, nj",NJ,Passaic
albany,VT,Orleans
hackensack,NJ,Bergen
ashaway,RI,Washington
mt. prospect,IL,Cook
sewell,NJ,Gloucester
"leamington, ontario",OH,NULL
drummond,MI,Chippewa
austin,ME,NULL
chanhassen,MN,Carver
north java,NY,Chautauqua
rogers,MN,Hennepin
mount vernon,IA,Linn
williams,OR,Josephine
tijeras,NM,Bernalillo
yatesboro,PA,Armstrong
greentree,PA,Allegheny
lexington,GA,Oglethorpe
sturgis,MI,St. Joseph
bellville,OH,Richland
shingle springs,CA,El Dorado
glenn,NH,Coos
windsor,CO,Weld
atwater,MN,Kandiyohi
canaan,NH,Grafton
greenville,WI,Outagamie
haslett,MI,Ingham
uniontown,KS,Bourbon
reno,NV,Washoe
greenbank,WA,Island
shapleigh,ME,York
applebachsville,PA,Bucks
fountain,CO,El Paso
northbrook,IL,Cook
watters smith state park,WV,Harrison
dallastown,PA,York
maytown,PA,Lancaster
somerset,CA,El Dorado
rockland,ME,Knox
dublin,OH,Franklin
belington,WV,Barbour
greenback,TN,Loudon
beaver city,NE,Furnas
bryant,VA,Albemarle
neshkoro,WI,Marquette
amery,WI,Polk
tunkhannock,PA,Wyoming
south glens falls,NY,Saratoga
aurora,IN,Dearborn
elma,NY,Erie
albany,IN,Delaware
glencoe,IL,Cook
orchard lake,MI,Oakland
madison,IN,Jefferson
"green bay,",WI,Brown
galax,VA,NULL
gabriels,NY,Franklin
west norriton township,PA,Montgomery
franklin,OH,Warren
post,TX,Garza
warrenville,IL,DuPage
lebanon,IL,St. Clair
bennett,NE,Lancaster
hailey,ID,Blaine
plainsboro,NJ,Middlesex
indian  river,MI,Cheboygan
stanardsville,VA,Greene
missoula,MT,Missoula
paradise,MI,Chippewa
"lemont, il",IL,Cook
frontenac,MO,St. Louis
picabo,ID,Blaine
danielson ct,CT,Windham
martinsburg,WV,Berkeley
carmel highlands,CA,Monterey
lake worth,FL,Palm Beach
palm beach,FL,Palm Beach
miramar,FL,Broward
big pine key,FL,Monroe
west covina,CA,Los Angeles
escondido,CA,San Diego
coronado,CA,San Diego
masaryktown,FL,Hernando
la quinta,CA,Riverside
rancho bernardo,CA,San Diego
hudson,FL,Pasco
summerland key,FL,Monroe
"viera, fl.(brevard county)",FL,Brevard
beverly hills,CA,Los Angeles
"port fourchon, golden meadow",LA,Lafourche
goodyear,AZ,Maricopa
black lake,CA,Calaveras
vandenberg afb,CA,Santa Barbara
burbank,CA,Los Angeles
ewa beach,HI,Honolulu
"rockport,",TX,Aransas
cedar key,FL,Levy
chino,CA,San Bernardino
mount dora,FL,Lake
clearamont,FL,NULL
port aransas,TX,Nueces
manchaca,TX,Travis
grand rapids,FL,NULL
marathon,FL,Monroe
chatham,MA,Barnstable
chalmette,LA,St. Bernard
waycross,GA,Ware
glenmoore,PA,Chester
summerville,SC,Dorchester
corona,CA,Riverside
blythe,AZ,La Paz
middleburg,FL,Clay
double spring,NV,Lander
zion,PA,Lebanon
north beach haven,NJ,Ocean
los fresnos,TX,Cameron
athens,OH,Athens
normandy,MO,St. Louis
gilmanton,WI,Buffalo
cuero,TX,DeWitt
carthage,NC,Moore
santa ynez,CA,Santa Barbara
wynne,AR,Cross
sabine pass,TX,Jefferson
la salle,MI,Monroe
royse city,TX,Rockwall
bayshore,NY,Suffolk
washington dc,WA,District of Columbia
"cockeysville, md",MD,Baltimore
pawleys island,SC,Georgetown
kerens,TX,Navarro
grove hill,AL,Clarke
south houston,TX,Harris
great bend,KS,Barton
star city,AR,Lincoln
"charlotte, nc",NC,Mecklenburg
"smith point county park, li, ny",NY,Suffolk
n. beach haven,NJ,Ocean
hagar shores,MI,Berrien
salisbury,MA,Essex
weymouth,NJ,Atlantic
marysville,OH,Union
la grange,TX,Fayette
"smiths point count park, li, ny",NY,Suffolk
georgetown,OH,Brown
rabbit hash,KY,Boone
landisville,NJ,Atlantic
gary,TX,Panola
vale,NC,Lincoln
robert moses beach babylon ny,NY,Suffolk
dallas,GA,Paulding
lawrence,IN,Marion
wylie,TX,Collin
argyle,TX,Denton
tracys landing,MD,Anne Arundel
rock springs,TX,Edwards
jackson,AL,Clarke
saint anthony,MN,Hennepin
pacific grove butterfly sanctuary,CA,Monterey
wyckoff,NJ,Bergen
moss bluff,LA,Calcasieu
dunn loring,VA,Fairfax
"bronx, nyc",NY,Bronx
blanco,TX,Blanco
tuxedo,NY,Orange
dolores,CO,Montezuma
clark,NJ,Union
mo ranch,TX,Kerr
mason to austin,TX,Hays
linden,MI,Genesee
"port fourchon, golden meadow, la",LA,Lafourche
south milwaukee,WI,Milwaukee
alexandria,AL,Calhoun
cutler,OH,Monroe
glenmont,NY,Albany
winter haven,FL,Polk
pendergrass,GA,Jackson
berkeley,CA,Alameda
hilton head islamd,SC,Beaufort
dune allen beach,FL,Okaloosa
jamesville,NY,Madison
glen rose,TX,Somervell
rollag,MN,Clay
jacob lake,AZ,Coconino
wheatley,AR,St. Francis
oracle,AZ,Pinal
florence,AZ,Pinal
niceville,FL,Okaloosa
lakeside,CA,San Diego
bainbridge,GA,Decatur
pinkney island national wildlife re,SC,Beaufort
west falls,NY,Erie
amelia island,FL,Nassau
pinckney island national wildlife r,SC,Beaufort
burlington,IA,Des Moines
astoria,SD,Deuel
kingston,AR,Newton
gsmnp,TN,Sevier
duncanville,TX,Dallas
brookshire & katy,TX,Wallis
pleasant grove,AL,Jefferson
havelock,NC,Craven
chilmark,MA,Dukes
wilkesboro,NC,Wilkes
berwyn,IL,Cook
mccoy,TX,Wilson
kodak,TN,Sevier
prospect,KY,Jefferson
la grange park,IL,Cook
belmar,NJ,Monmouth
sevierville,TN,Sevier
pa furnace,PA,Centre
allentown,NJ,Monmouth
strasburg,PA,Lancaster
jollyville,TX,Travis
harrington,DE,Kent
rio communities,NM,Sandoval
bethany beach,DE,Sussex
new providence,PA,Montgomery
catawissa,PA,Columbia
mitchell,IN,Lawrence
brewerton,NY,Onondaga
clinton,NY,Oneida
bogata,TX,Red River
west babylon,NY,NULL
battery park nyc,NY,NULL
stockbridge,VT,Windsor
pacific,MO,Franklin
clifford,IN,Bartholomew
ramsey,NJ,Bergen
mineola,TX,Wood
clermont,KY,Bullitt
bunn,NC,Franklin
beltsville,MD,Prince George's
put-in-bay,OH,Ottawa
south amana,IA,Iowa
joshua,TX,Johnson
staples,TX,NULL
del valle,TX,Travis
jamestown,RI,Newport
mount olivet,KY,Robertson
simpson,IL,Pope
lionville,PA,Chester
ferguson,MO,St. Louis
indian trail,NC,Union
monett,MO,Barry
smithville flats,NY,Chenango
white settlement,TX,Tarrant
greenville,TX,Hunt
conover,NC,Catawba
petoskey,MI,Emmet
richburg,SC,Chester
mount pleasant,PA,Westmoreland
london,KY,Laurel
hardyston,NJ,Sussex
eastchester,NY,Westchester
bellville,TX,Austin
fiftysix,AR,Stone
wake forest,NC,Wake Forest is located in Wake
brackettville,TX,Kinney
wahkon,MN,Mille Lacs
osterville,MA,Barnstable
linden,NJ,Union
lincoln park,NJ,Morris
bejou,MN,Mahnomen
green lane,PA,Montgomery
exton,PA,Chester
pelham manor,NY,Westchester
marietta,OK,Love
wolcott,VT,Lamoille
leonia,NJ,Bergen
kleinfeltersville,PA,Lebanon
new canaan,CT,Fairfield
martelle,IA,Jones
northport,NY,Suffolk
forest hills,NY,Queens
west chester,PA,Chester
sylvan beach,NY,Oneida
missouri valley,IA,Harrison
parker,AZ,La Paz
kearny,AZ,Pinal
bristol,RI,Bristol
kohler,WI,Sheboygan
chaska,MN,Carver
los gatos,CA,Santa Clara
mint hill,NC,Mecklenburg
walburg,TX,Williamson
thorndale,TX,Milam
high bridge,NJ,Hunterdon
parker,TX,Collin
sandy hook gateway national park,NJ,Monmouth
mentone,AL,DeKalb
winder,GA,Barrow
honesdale,PA,Wayne
pine grove mills,PA,Centre
pigion forge,TN,Sevier
alabama,NY,Genesee
elk river,MN,Sherburne
nash,TX,Bowie
franklinton,NC,Franklin
dunlap,TN,Sequatchie
fuquay varina,NC,Wake
vinton,IA,Benton
college park,GA,Fulton
san mateo,CA,San Mateo
oxford,GA,Newton
windermere,FL,Orange
"west pittston, pa",PA,Luzerne
geneseo,NY,Livingston
noank,CT,New London
thorndale,PA,Chester
st paul,MN,Ramsey
brant rock,MA,Plymouth
"jerseytown, pa",PA,Columbia
sherwood,WI,Calumet
uxbridge,MA,Worcester
red bank,TN,Hamilton
schuylerville,NY,Saratoga
embreeville,PA,Chester
liberty mills,IN,Wabash
manning,SC,Clarendon
fountainville,PA,Bucks
pomaria,SC,Newberry
woods hole,MA,Barnstable
centerville,GA,Houston
princeville,NC,Edgecombe
stringtown,OK,Atoka
havasupai,AZ,Coconino
hyannis,MA,Barnstable
irving,TX,Dallas
west,TX,McLennan
brady,TX,McCulloch
wappingers falls,NY,Dutchess
solon,IA,Johnson
lunenburg,MA,Worcester
nashville,IN,Brown
ridgedale,MO,Taney
bueyeros,NM,Roy
walkertown,NC,Forsyth
donnelsville,OH,Clark
gloucester,VA,Gloucester
southold,NY,Suffolk
folsom,CA,Sacramento
linwood,NJ,Atlantic
jacksonville,AR,Pulaski
machias,NY,Cattaraugus
sloans valley,KY,Pulaski
moneta,VA,Bedford
flushing,NY,Queens
delaplane,VA,Fauquier
battle creek,MI,Calhoun
dyke,VA,NULL
hoboken,NJ,Hudson
rome,GA,Floyd
plainwell,MI,Allegan
plymouth,NH,Grafton
tabernacle,NJ,Burlington
dixon,MO,Pulaski
pinehurst,NC,Moore
gentry,AR,Benton
ewing,MO,Lewis
center,MO,NULL
palmyra,MO,Marion
west fork,AR,Washington
lagrange,TN,Fayette
fate,TX,Rockwall
bluffdale,TX,Dallas
carlton,MN,Carlton
aztec,NM,San Juan
palmer,TX,Ellis
mansfield,TX,Tarrant
forsyth,MO,Taney
madison,VA,Madison
collinsville,OK,Tulsa
battle lake,MN,Otter Tail
marilla,NY,ERIE
livingston manor + liberty,NY,Sullivan
southern shores,NC,Dare
briarcliffe acres,SC,Horry
bellefontaine,OH,Logan
rice,VA,NULL
goddard,KS,Sedgwick
rock falls,IL,Whiteside
sierra madre,CA,Los Angeles
dillon beach,CA,Marin
monaca,PA,Beaver
belleview,FL,Marion
west fairlee,VT,Orange
walton,NY,Delaware
floral park,NY,Nassau
mcdowell nature preserve,NC,Mecklenburg
fayetteville,GA,Fayette
westminster,VT,Windham
university city,MO,St. Louis
bakersfield,CA,Kern
crofton,NE,Knox
fletcher,NC,Henderson
lemay,MO,St. Louis
lookout mountain,GA,Walker
hollister,MO,Taney
rockvale,TN,Rutherford
benezett,PA,Elk
point reyes,CA,Marin
augusta,GA,Richmond
liberal,KS,Seward
lake frederick/stephens city,VA,Frederick
mariposa,CA,Mariposa
potters mills,PA,Centre
hopewell junction,NY,Dutchess
altoona,PA,Blair
desoto,MO,Jefferson
cape carteret,NC,Carteret
wilton,NY,Saratoga
friendship,NY,Allegany
corinth,KY,Grant
mechanicsburg,PA,Cumberland
quincy,MA,Norfolk
grant,NE,Perkins
yorkshire,NY,Livingston
lindenhurst,NY,Suffolk
springfield,NJ,Union
powhatan,VA,Powhatan
wisdom,KY,Pulaski
magdalena,NM,Socorro
mraham,NC,Orange
san antonito,NM,Sandoval
shackleford banks,NC,Carteret
midland park,NJ,Bergen
norwell,MA,Plymouth
"overland park, kansas",KS,Johnson
maplewood,MN,Ramsey
basehor,KS,Leavenworth
busch,AR,Carroll
wichita falls,KS,Wichita
barnesville,MN,Clay
castine,ME,Hancock
vernon,VT,Windham
grand rapids,MN,Itasca
york beach,ME,York
hog island,SC,Charleston
clare,MI,Clare
atlanta,MI,Montmorency
ellsworth,IA,Hamilton
oakland,MN,Oakland
belmont,MI,Kent
pike road,AL,Montgomery
st. peter,MN,NULL
new hudson,MI,Oakland
west nyack,NY,Rockland
idabel,OK,McCurtain
marionville,MO,Lawrence
mc neill,MS,Pearl River
capistrano beach,CA,Orange
mount pisgah,NC,Jackson
mandan,ND,Morton
monona,WI,Dane
mazeppa,MN,Wabasha
"cable, wi",WI,Bayfield
hernando,MS,Desoto
weston,VT,Windsor
gardner,KS,Johnson
otsego,MN,NULL
statesboro,GA,Bulloch
hampton beach,NH,Rockingham
watonga,OK,Blaine
gatesville,TX,Coryell
minburn,IA,Dallas
holts summit,MO,Callaway
ashford,NY,Cattaraugus
bridgeton,MO,St. Louis
red wing,MN,Goodhue
talmo,GA,Jackson
elburn,IL,Kane
highland springs,VA,Henrico
anoka,MN,Anoka
saint charles,IL,Kane
woodville,TX,Tyler
rector,PA,NULL
cormorant,MN,Becker
maple plain,MN,Hennepin
windsor,WI,Dane
brandon,IA,Buchanan
harvard,IL,McHenry
glen,NH,Coos
frisco,NC,Dare
wonalancet,NH,Carroll
saco,ME,York
kiowa,KS,Barber
brownsville,TN,Haywood
caledonia,MN,Houston
monterey,VA,Highland
plains,PA,Luzerne
cohoes,NY,Albany
presque isle state park,PA,Erie
oak creek,WI,Milwaukee
diamond,MO,Newton
newport,KY,Campbell
"grapevine, tx",TX,Tarrant
bay view,MI,Emmet
wetumpka,AL,Elmore
alton,NH,Belknap
oakville,MO,St. Louis
meriden,CT,New Haven
east aurora,NY,Erie
strykersville,NY,Wyoming
norfolk,MA,Norfolk
pana,IL,Christian
bowmantown,PA,Washington
hancock,NY,Delaware
boston heights,OH,Summit
montoursville,PA,Lycoming
mills river valley overlook,NC,NULL
lexington,ME,NULL
lynn,MA,Essex
maysville,KY,Mason
niantic,CT,New London
lowell,MA,Middlesex
goshen,OH,Clermont
oregon,IL,Ogle
deming,NM,Luna
hatch,NM,Dona Ana
rio rancho,NM,Sandoval
hollond,MI,Ottawa
dayton,WA,Columbia
turpin,OK,Beaver
orford,NH,Grafton
etna,NH,Grafton
south hadley,MA,Hampshire
mt olive,IL,Macoupin
blacksburg,VA,Montgomery
converse,TX,Bexar
warren,VT,Washington
brookfield,VT,Orange
warsaw,IN,Kosciusko
glendale springs,NC,Ash
arkansas city,KS,Cowley
newtown,CT,Fairfield
"truro, ma",MA,NULL
douglas,MA,Worcester
atkinson,NH,Rockingham
richmond,KY,Madison
grosse pointe.,MI,Wayne
sagamore hills,OH,Summit
moscow,PA,Lackawanna
drehersville,PA,Schuylkill
maplewood,NJ,Essex
portal,AZ,Cochise
lake charles,LA,Calcasieu
suttons bay,MI,Leelanau
washington township,NJ,Gloucester
silvis,IL,Rock Island
sharon springs,KS,Wallace
woodstock,CT,Windham
marcellus,NY,Onondaga
opal,AR,Howard
potomac falls,VA,Loudoun
cedar lake,MI,NULL
saint joseph,MO,Buchanan
mt dora,FL,Lake
boscobel,WI,Grant
sarcoxie,MO,Jasper
waco,KY,Madison
cortland,OH,Trumbull
de graff,OH,Logan
boston heights ohio,OH,Summit
fulton,TX,Aransas
wheatley,MI,Hillsdale
junction city,WI,Portage
laurel,MS,Jones
ofallon,MO,St. Charles
olive hill,KY,Carter
waterbury,VT,Washington
elmira,MI,Otsego
anne arundel county,MD,Anne Arundel
niles,CA,Alameda
lonelyville,NY,Suffolk
new glarus,WI,Green
osceola,NY,Lewis
pleasant prairie,WI,Kenosha
truth or consequences,NM,Sierra
moundridge,KS,McPherson
glens falls,NY,Warren
romeoville,IL,Will
plattsmouth,NE,Cass
sardinia,NY,Erie
germantown,MD,Montgomery
putney,VT,Windham
golden,CO,Jefferson
blasdell,NY,Erie
hudson falls,NY,Washington
cahaba heights,AL,Jefferson
taylors landing,MD,Charles
mount clemens,MI,Macomb
valley city,ND,Barnes
small point,ME,Sagadahoc
wanaque,NJ,Passaic
lake luzerne,NY,Warren
holton,KS,Jackson
lafox,IL,Kane
"summerville, sc",SC,Dorchester
skowhegan,ME,Somerset
kylertown,PA,Clearfield
mcclure,OH,Henry
lum,MI,Lapeer
sister bay,WI,Door
prairie ridge ecostation,NC,NULL
fort valley,VA,UNKNOWN
blind sodus bay,NY,Wayne
morrisdale,PA,Clearfield
lake,MI,Osceola
buffalo grove,IL,Cook
inman,SC,Spartanburg
windcrest,TX,Bexar
wood dale,IL,DuPage
barrington,IL,Cook
west bloomfield,MI,Oakland
fishersville,VA,Augusta
thurmont,MD,Frederick
meridian,PA,Butler
chantilly,VA,Fairfax
gouldsboro,ME,Hancock
anna,TX,Collin
middletown,IN,Henry
emmett,KS,Pottawatomie
saint peter,MN,Nicollet
woodbourne,NY,Sullivan
millburn,NJ,Essex
santo,TX,Houston
fitchburg,WI,Dane
joliet,IL,Will
guilford,CT,New Haven
ringwood,NJ,Passaic
"monhegan island, me",ME,Lincoln
montello,WI,Marquette
genesee,WI,Waukesha
albion,NE,Boone
whiting,NJ,Ocean
machinaw city,MI,Cheboygan
earlham,IA,Madison
